title,cue_start,cue_end,text,language,kind,vimeo_generated_speaker,matched_speaker_id,created_at,updated_at
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,66.065,68.815,"Later on in today's session, we'll launch a call with a,",en-x-autogen,captions,2,,2025-06-23T15:50:07.999Z,2025-06-23T15:50:07.999Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,68.875,70.495,an offer unique to L Suite members.,en-x-autogen,captions,2,,2025-06-23T15:50:07.999Z,2025-06-23T15:50:07.999Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,70.635,72.935,If you're interested in a free legal operation strategy,en-x-autogen,captions,2,,2025-06-23T15:50:07.999Z,2025-06-23T15:50:07.999Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,72.935,75.735,"session, followed by a personalized assessment",en-x-autogen,captions,2,,2025-06-23T15:50:07.999Z,2025-06-23T15:50:07.999Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,75.795,77.495,"and roadmap customized to your team,",en-x-autogen,captions,2,,2025-06-23T15:50:07.999Z,2025-06-23T15:50:07.999Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,77.715,79.095,you'll have a chance to opt in.,en-x-autogen,captions,2,,2025-06-23T15:50:07.999Z,2025-06-23T15:50:07.999Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,79.395,81.415,"And with that, I'd love to pass it to Jason",en-x-autogen,captions,2,,2025-06-23T15:50:07.999Z,2025-06-23T15:50:07.999Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,81.555,82.975,and Alex to introduce themselves.,en-x-autogen,captions,2,,2025-06-23T15:50:07.999Z,2025-06-23T15:50:07.999Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,84.665,88.165,"Hi, I'm Jason. I am a general counsel of a collection",en-x-autogen,captions,3,,2025-06-23T15:50:07.999Z,2025-06-23T15:50:07.999Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,88.345,91.845,"of software startups, predominantly in FinTech ai.",en-x-autogen,captions,3,,2025-06-23T15:50:07.999Z,2025-06-23T15:50:07.999Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,92.435,95.945,"Alex, over to you. Yep. I'm Alex.",en-x-autogen,captions,3,,2025-06-23T15:50:07.999Z,2025-06-23T15:50:07.999Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,96.325,99.225,"Uh, I'm the general counsel of Jasper ai.",en-x-autogen,captions,3,,2025-06-23T15:50:07.999Z,2025-06-23T15:50:07.999Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,99.235,102.025,We're a marketing AI company for enterprises.,en-x-autogen,captions,3,,2025-06-23T15:50:07.999Z,2025-06-23T15:50:07.999Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,102.565,105.985,"Um, so pretty familiar with developing and deploying AI",en-x-autogen,captions,3,,2025-06-23T15:50:07.999Z,2025-06-23T15:50:07.999Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,105.985,107.785,and then using it personally in our,en-x-autogen,captions,3,,2025-06-23T15:50:07.999Z,2025-06-23T15:50:07.999Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,107.795,109.345,legal workflows in-house as well.,en-x-autogen,captions,3,,2025-06-23T15:50:07.999Z,2025-06-23T15:50:07.999Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,110.405,111.805,Excellent. Thank you both.,en-x-autogen,captions,2,,2025-06-23T15:50:07.999Z,2025-06-23T15:50:07.999Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,112.505,116.325,"So before we dive in, let me set the stage.",en-x-autogen,captions,2,,2025-06-23T15:50:07.999Z,2025-06-23T15:50:07.999Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,117.185,119.485,AI is moving way faster than a lot,en-x-autogen,captions,2,,2025-06-23T15:50:07.999Z,2025-06-23T15:50:07.999Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,119.485,121.045,"of legal teams are comfortable with,",en-x-autogen,captions,2,,2025-06-23T15:50:08.000Z,2025-06-23T15:50:08.000Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,121.265,125.365,and prompting is the tip of that very powerful momentum.,en-x-autogen,captions,2,,2025-06-23T15:50:08.000Z,2025-06-23T15:50:08.000Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,125.985,129.365,"Um, if you've ever had a sales team ping legal",en-x-autogen,captions,2,,2025-06-23T15:50:08.000Z,2025-06-23T15:50:08.000Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,129.365,132.965,"with a question like, can we just use this vendor's paper,",en-x-autogen,captions,2,,2025-06-23T15:50:08.000Z,2025-06-23T15:50:08.000Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,133.265,135.965,"um, without context, without details,",en-x-autogen,captions,2,,2025-06-23T15:50:08.000Z,2025-06-23T15:50:08.000Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,136.105,139.605,"or maybe even without a link to that contract, then you know",en-x-autogen,captions,2,,2025-06-23T15:50:08.000Z,2025-06-23T15:50:08.000Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,139.715,140.765,that feeling of,en-x-autogen,captions,2,,2025-06-23T15:50:08.000Z,2025-06-23T15:50:08.000Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,140.765,143.285,"what it's like when you don't get a good question,",en-x-autogen,captions,2,,2025-06-23T15:50:08.000Z,2025-06-23T15:50:08.000Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,143.855,145.325,every answer feels wrong.,en-x-autogen,captions,2,,2025-06-23T15:50:08.000Z,2025-06-23T15:50:08.000Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,145.945,149.805,"And that's kind of what prompting with AI is exactly like,",en-x-autogen,captions,2,,2025-06-23T15:50:08.000Z,2025-06-23T15:50:08.000Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,150.505,154.445,so we wanna get really good at asking the right question,en-x-autogen,captions,2,,2025-06-23T15:50:08.000Z,2025-06-23T15:50:08.000Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,154.545,156.485,and give the right context and details.,en-x-autogen,captions,2,,2025-06-23T15:50:08.000Z,2025-06-23T15:50:08.000Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,157.065,160.165,"So now that AI is answering questions at scale,",en-x-autogen,captions,2,,2025-06-23T15:50:08.000Z,2025-06-23T15:50:08.000Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,160.625,161.925,the stakes are really big,en-x-autogen,captions,2,,2025-06-23T15:50:08.000Z,2025-06-23T15:50:08.000Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,162.385,164.165,and that's why today is about,en-x-autogen,captions,2,,2025-06-23T15:50:08.000Z,2025-06-23T15:50:08.000Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,164.185,165.485,how we ask those questions better.,en-x-autogen,captions,2,,2025-06-23T15:50:08.000Z,2025-06-23T15:50:08.000Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,165.905,169.165,"So, um, we wanna use these tools, smart and safe.",en-x-autogen,captions,2,,2025-06-23T15:50:08.000Z,2025-06-23T15:50:08.000Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,169.745,171.125,"Um, let's get into it.",en-x-autogen,captions,2,,2025-06-23T15:50:08.000Z,2025-06-23T15:50:08.000Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,171.135,174.095,"Jason, can you share a case",en-x-autogen,captions,2,,2025-06-23T15:50:08.000Z,2025-06-23T15:50:08.000Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,174.105,178.195,"where sharpening a prompt, um, led",en-x-autogen,captions,2,,2025-06-23T15:50:08.000Z,2025-06-23T15:50:08.000Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,178.195,180.805,to a materially better output?,en-x-autogen,captions,2,,2025-06-23T15:50:08.000Z,2025-06-23T15:50:08.000Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,182.715,185.685,"Yeah, sure. So I guess to preface this,",en-x-autogen,captions,3,,2025-06-23T15:50:08.000Z,2025-06-23T15:50:08.000Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,185.795,187.845,this was early AI days.,en-x-autogen,captions,3,,2025-06-23T15:50:08.000Z,2025-06-23T15:50:08.000Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,188.045,189.885,I was probably using chat GPT,en-x-autogen,captions,3,,2025-06-23T15:50:08.000Z,2025-06-23T15:50:08.000Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,189.885,191.245,"and didn't have a ton of practice,",en-x-autogen,captions,3,,2025-06-23T15:50:08.000Z,2025-06-23T15:50:08.000Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,191.945,194.645,but one time I was trying to recall the present consent,en-x-autogen,captions,3,,2025-06-23T15:50:08.000Z,2025-06-23T15:50:08.000Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,194.645,196.365,to future events rules in Delaware.,en-x-autogen,captions,3,,2025-06-23T15:50:08.000Z,2025-06-23T15:50:08.000Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,196.385,200.445,"So I asked chat GPT, basically just that",en-x-autogen,captions,3,,2025-06-23T15:50:08.000Z,2025-06-23T15:50:08.000Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,201.185,203.565,the output was predictably awful.,en-x-autogen,captions,3,,2025-06-23T15:50:08.000Z,2025-06-23T15:50:08.000Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,204.505,207.405,"Uh, going back I tried to sharpen it up a bit",en-x-autogen,captions,3,,2025-06-23T15:50:08.000Z,2025-06-23T15:50:08.000Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,207.825,211.045,and I asked how many days in advance the prospective action,en-x-autogen,captions,3,,2025-06-23T15:50:08.000Z,2025-06-23T15:50:08.000Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,211.145,212.725,can a board or stockholders',en-x-autogen,captions,3,,2025-06-23T15:50:08.000Z,2025-06-23T15:50:08.000Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,212.725,214.085,consent to those future actions?,en-x-autogen,captions,3,,2025-06-23T15:50:08.000Z,2025-06-23T15:50:08.000Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,214.765,217.525,I told it to assume Delaware law site to statutes,en-x-autogen,captions,3,,2025-06-23T15:50:08.000Z,2025-06-23T15:50:08.000Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,217.525,218.805,or clarifying case law.,en-x-autogen,captions,3,,2025-06-23T15:50:08.000Z,2025-06-23T15:50:08.000Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,219.795,220.815,"It, uh, oh.",en-x-autogen,captions,3,,2025-06-23T15:50:08.000Z,2025-06-23T15:50:08.000Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,220.835,223.495,And I also told it to discuss the full chain,en-x-autogen,captions,3,,2025-06-23T15:50:08.000Z,2025-06-23T15:50:08.000Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,223.495,224.935,of reasoning prior to concluding.,en-x-autogen,captions,3,,2025-06-23T15:50:08.000Z,2025-06-23T15:50:08.000Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,225.215,227.055,'cause sometimes you can get sharper responses,en-x-autogen,captions,3,,2025-06-23T15:50:08.000Z,2025-06-23T15:50:08.000Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,227.215,230.095,"'cause it's, it's not thinking, it's just reasoning",en-x-autogen,captions,3,,2025-06-23T15:50:08.001Z,2025-06-23T15:50:08.001Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,230.095,231.135,through words in real time.,en-x-autogen,captions,3,,2025-06-23T15:50:08.001Z,2025-06-23T15:50:08.001Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,231.915,234.455,"Uh, answer wound up being 60 days in",en-x-autogen,captions,3,,2025-06-23T15:50:08.001Z,2025-06-23T15:50:08.001Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,234.455,235.495,case anyone's interested.,en-x-autogen,captions,3,,2025-06-23T15:50:08.001Z,2025-06-23T15:50:08.001Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,235.555,238.015,And I think the takeaway is that you can get pretty far,en-x-autogen,captions,3,,2025-06-23T15:50:08.001Z,2025-06-23T15:50:08.001Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,238.045,239.335,with even basic context.,en-x-autogen,captions,3,,2025-06-23T15:50:08.001Z,2025-06-23T15:50:08.001Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,240.285,244.175,Also worth mentioning that the cited law was wrong.,en-x-autogen,captions,3,,2025-06-23T15:50:08.001Z,2025-06-23T15:50:08.001Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,244.395,246.855,"It gave me a correct quote, but the wrong law.",en-x-autogen,captions,3,,2025-06-23T15:50:08.001Z,2025-06-23T15:50:08.001Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,246.915,248.855,So that just further highlights the need,en-x-autogen,captions,3,,2025-06-23T15:50:08.001Z,2025-06-23T15:50:08.001Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,248.855,251.575,to verify all the odd outputs. And,en-x-autogen,captions,3,,2025-06-23T15:50:08.001Z,2025-06-23T15:50:08.001Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,252.385,254.545,"Jason, I'll ask a a quick follow up",en-x-autogen,captions,2,,2025-06-23T15:50:08.001Z,2025-06-23T15:50:08.001Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,254.545,256.385,before I go over to Alex.,en-x-autogen,captions,2,,2025-06-23T15:50:08.001Z,2025-06-23T15:50:08.001Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,256.925,260.315,"Um, when, when you're in that instance",en-x-autogen,captions,2,,2025-06-23T15:50:08.001Z,2025-06-23T15:50:08.001Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,260.315,263.955,"where the citation is wrong, if you don't have expertise,",en-x-autogen,captions,2,,2025-06-23T15:50:08.001Z,2025-06-23T15:50:08.001Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,264.695,265.955,"how do, how do you know what's wrong?",en-x-autogen,captions,2,,2025-06-23T15:50:08.001Z,2025-06-23T15:50:08.001Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,267.425,270.005,"That's somewhat that, that, that's a big problem.",en-x-autogen,captions,3,,2025-06-23T15:50:08.001Z,2025-06-23T15:50:08.001Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,270.185,271.965,If you don't have a bit,en-x-autogen,captions,3,,2025-06-23T15:50:08.001Z,2025-06-23T15:50:08.001Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,271.965,275.365,"of a BS meter on the topic in question,",en-x-autogen,captions,3,,2025-06-23T15:50:08.001Z,2025-06-23T15:50:08.001Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,276.065,277.525,you can't really know it's wrong.,en-x-autogen,captions,3,,2025-06-23T15:50:08.001Z,2025-06-23T15:50:08.001Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,277.625,281.565,So you have to view it as sort of a Google something,en-x-autogen,captions,3,,2025-06-23T15:50:08.001Z,2025-06-23T15:50:08.001Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,281.565,283.645,that helps you figure out what you don't know.,en-x-autogen,captions,3,,2025-06-23T15:50:08.001Z,2025-06-23T15:50:08.001Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,283.665,284.845,And if it's important enough,en-x-autogen,captions,3,,2025-06-23T15:50:08.001Z,2025-06-23T15:50:08.001Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,284.845,286.405,"or risky enough, you'd then have to",en-x-autogen,captions,3,,2025-06-23T15:50:08.001Z,2025-06-23T15:50:08.001Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,287.165,288.485,escalate it to somebody who does,en-x-autogen,captions,3,,2025-06-23T15:50:08.001Z,2025-06-23T15:50:08.001Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,289.815,292.285,"Trust but verify Trust, but verify",en-x-autogen,captions,3,,2025-06-23T15:50:08.001Z,2025-06-23T15:50:08.001Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,292.555,293.555,Just to verify.,en-x-autogen,captions,2,,2025-06-23T15:50:08.001Z,2025-06-23T15:50:08.001Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,293.805,297.165,"Excellent. And Alex, what criteria are you using to know",en-x-autogen,captions,2,,2025-06-23T15:50:08.001Z,2025-06-23T15:50:08.001Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,297.395,299.125,that a prompt is hitting the mark?,en-x-autogen,captions,2,,2025-06-23T15:50:08.001Z,2025-06-23T15:50:08.001Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,299.715,301.845,"Yeah, I think the most recent models",en-x-autogen,captions,3,,2025-06-23T15:50:08.001Z,2025-06-23T15:50:08.001Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,301.845,306.205,"that have come out from OpenAI, Google philanthropic, um,",en-x-autogen,captions,3,,2025-06-23T15:50:08.002Z,2025-06-23T15:50:08.002Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,306.555,309.245,have become better and better at getting pretty close,en-x-autogen,captions,3,,2025-06-23T15:50:08.002Z,2025-06-23T15:50:08.002Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,309.985,311.405,to a perfect answer.,en-x-autogen,captions,3,,2025-06-23T15:50:08.002Z,2025-06-23T15:50:08.002Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,312.005,316.645,"Honestly, like I've found, um, the legal reasoning for most",en-x-autogen,captions,3,,2025-06-23T15:50:08.002Z,2025-06-23T15:50:08.002Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,317.245,320.045,questions I ask are now 85 to 90% accurate.,en-x-autogen,captions,3,,2025-06-23T15:50:08.002Z,2025-06-23T15:50:08.002Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,320.855,325.315,But one thing to be continually conscious of is,en-x-autogen,captions,3,,2025-06-23T15:50:08.002Z,2025-06-23T15:50:08.002Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,325.315,327.275,"that if you're asking it to cite sources,",en-x-autogen,captions,3,,2025-06-23T15:50:08.002Z,2025-06-23T15:50:08.002Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,328.015,330.675,it will still at times hallucinate those sources.,en-x-autogen,captions,3,,2025-06-23T15:50:08.002Z,2025-06-23T15:50:08.002Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,330.705,332.835,"There's a, there's ways you can improve that,",en-x-autogen,captions,3,,2025-06-23T15:50:08.002Z,2025-06-23T15:50:08.002Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,333.085,335.795,especially if you're using a model from one,en-x-autogen,captions,3,,2025-06-23T15:50:08.002Z,2025-06-23T15:50:08.002Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,335.795,338.075,"of the model providers that allows, um,",en-x-autogen,captions,3,,2025-06-23T15:50:08.002Z,2025-06-23T15:50:08.002Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,338.185,340.195,live search grounding using Google,en-x-autogen,captions,3,,2025-06-23T15:50:08.002Z,2025-06-23T15:50:08.002Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,340.455,343.475,or perplexity as like a deep research function.,en-x-autogen,captions,3,,2025-06-23T15:50:08.002Z,2025-06-23T15:50:08.002Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,343.815,345.395,And that gets a little better to the mark in terms,en-x-autogen,captions,3,,2025-06-23T15:50:08.002Z,2025-06-23T15:50:08.002Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,345.395,347.035,of citing accurate sources.,en-x-autogen,captions,3,,2025-06-23T15:50:08.002Z,2025-06-23T15:50:08.002Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,347.695,349.035,"You still have to be careful about that,",en-x-autogen,captions,3,,2025-06-23T15:50:08.002Z,2025-06-23T15:50:08.002Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,349.455,352.835,"but I still find that it might give you, you know, like",en-x-autogen,captions,3,,2025-06-23T15:50:08.002Z,2025-06-23T15:50:08.002Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,353.675,356.195,accurate elements of breach of contract in Massachusetts,en-x-autogen,captions,3,,2025-06-23T15:50:08.002Z,2025-06-23T15:50:08.002Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,357.515,359.055,"and it's, it's dead accurate.",en-x-autogen,captions,3,,2025-06-23T15:50:08.002Z,2025-06-23T15:50:08.002Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,359.195,363.015,"And then the sources it cite might not be, um,",en-x-autogen,captions,3,,2025-06-23T15:50:08.002Z,2025-06-23T15:50:08.002Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,363.235,365.855,"the best sources to cite or might some might be inaccurate,",en-x-autogen,captions,3,,2025-06-23T15:50:08.002Z,2025-06-23T15:50:08.002Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,366.235,367.575,but that is getting better and better.,en-x-autogen,captions,3,,2025-06-23T15:50:08.002Z,2025-06-23T15:50:08.002Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,368.315,370.935,Do you have any sort of methodology to,en-x-autogen,captions,2,,2025-06-23T15:50:08.002Z,2025-06-23T15:50:08.002Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,371.565,374.975,what you do when you do come up with a good prompt,en-x-autogen,captions,2,,2025-06-23T15:50:08.002Z,2025-06-23T15:50:08.002Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,375.315,377.935,and you want to save it or share it?,en-x-autogen,captions,2,,2025-06-23T15:50:08.002Z,2025-06-23T15:50:08.002Z
Prompting with Precision: Leveraging AI Responsibly as In-House Counsel,378.925,381.015,"Yeah, definitely. So there are plenty of tools",en-x-autogen,captions,3,,2025-06-23T15:50:08.002Z,2025-06-23T15:50:08.002Z
