title,cue_start,cue_end,text,language,kind,vimeo_generated_speaker,matched_speaker_id,created_at,updated_at
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",44.9,47.8,We have an AI machine learning platform,en-x-autogen,captions,,,2025-06-18T11:22:27.341Z,2025-06-18T11:22:27.341Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",47.8,50.8,that we use with image-based,en-x-autogen,captions,,,2025-06-18T11:22:27.341Z,2025-06-18T11:22:27.341Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",50.8,53.5,processing to develop essentially maps,en-x-autogen,captions,,,2025-06-18T11:22:27.341Z,2025-06-18T11:22:27.341Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",53.5,57.1,"of human biology, and we now have four compounds",en-x-autogen,captions,,,2025-06-18T11:22:27.341Z,2025-06-18T11:22:27.341Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",56.1,59.1,in the clinic. So we're,en-x-autogen,captions,,,2025-06-18T11:22:27.341Z,2025-06-18T11:22:27.341Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",59.1,62.3,judged as a biopharma company as well.,en-x-autogen,captions,,,2025-06-18T11:22:27.341Z,2025-06-18T11:22:27.341Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",62.3,65.7,I'll leave it at that deaf. You,en-x-autogen,captions,,,2025-06-18T11:22:27.341Z,2025-06-18T11:22:27.341Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",65.7,68.4,can introduce yourself and I'm Jeff lassage. I'm,en-x-autogen,captions,,,2025-06-18T11:22:27.341Z,2025-06-18T11:22:27.341Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",68.4,71.4,one of the founders of liquid stock we,en-x-autogen,captions,,,2025-06-18T11:22:27.341Z,2025-06-18T11:22:27.341Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",71.5,75.5,Provide structured Equity financing to free IPO,en-x-autogen,captions,,,2025-06-18T11:22:27.341Z,2025-06-18T11:22:27.341Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",75.5,78.2,companies. It's really a hybrid between a loan and,en-x-autogen,captions,,,2025-06-18T11:22:27.341Z,2025-06-18T11:22:27.341Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",78.2,78.4,a sale.,en-x-autogen,captions,,,2025-06-18T11:22:27.341Z,2025-06-18T11:22:27.341Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",79.1,82.3,And we wanted Luisa here to make all,en-x-autogen,captions,,,2025-06-18T11:22:27.341Z,2025-06-18T11:22:27.341Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",82.3,83.5,the general counsels. Who are,en-x-autogen,captions,,,2025-06-18T11:22:27.341Z,2025-06-18T11:22:27.341Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",84.2,87.1,Facing all the pressure be really jealous of someone who,en-x-autogen,captions,,,2025-06-18T11:22:27.342Z,2025-06-18T11:22:27.342Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",87.1,90.5,got through her process of three months. I don't,en-x-autogen,captions,,,2025-06-18T11:22:27.342Z,2025-06-18T11:22:27.342Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",90.5,93.2,think I don't think you should be jealous. It was,en-x-autogen,captions,,,2025-06-18T11:22:27.342Z,2025-06-18T11:22:27.342Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",93.2,94.5,very very hard.,en-x-autogen,captions,,,2025-06-18T11:22:27.342Z,2025-06-18T11:22:27.342Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",95.1,98.3,"You know, we we took about",en-x-autogen,captions,,,2025-06-18T11:22:27.342Z,2025-06-18T11:22:27.342Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",98.3,101.8,four months to do all of the preparation drafting,en-x-autogen,captions,,,2025-06-18T11:22:27.342Z,2025-06-18T11:22:27.342Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",101.8,104.2,ES1. I mean you name it. It was,en-x-autogen,captions,,,2025-06-18T11:22:27.342Z,2025-06-18T11:22:27.342Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",104.2,107.4,incredibly fast everything we do at recursion.,en-x-autogen,captions,,,2025-06-18T11:22:27.342Z,2025-06-18T11:22:27.342Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",107.4,110.5,"We do fast to a very high standard as well, but",en-x-autogen,captions,,,2025-06-18T11:22:27.342Z,2025-06-18T11:22:27.342Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",110.5,114,I don't recommend it. So don't be don't be jealous. Actually.,en-x-autogen,captions,,,2025-06-18T11:22:27.342Z,2025-06-18T11:22:27.342Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",113.6,117,The silver lining of current macroeconomic,en-x-autogen,captions,,,2025-06-18T11:22:27.342Z,2025-06-18T11:22:27.342Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",116.6,119.8,conditions is that you do have a lot of time to,en-x-autogen,captions,,,2025-06-18T11:22:27.342Z,2025-06-18T11:22:27.342Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",119.8,125,prepare for your IPO. Yeah times,en-x-autogen,captions,,,2025-06-18T11:22:27.342Z,2025-06-18T11:22:27.342Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",124.3,127.4,times in this year. Yeah in both,en-x-autogen,captions,,,2025-06-18T11:22:27.342Z,2025-06-18T11:22:27.342Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",127.4,128,directions. Yeah.,en-x-autogen,captions,,,2025-06-18T11:22:27.342Z,2025-06-18T11:22:27.342Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",128.9,132.2,"So, you know given the state",en-x-autogen,captions,,,2025-06-18T11:22:27.342Z,2025-06-18T11:22:27.342Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",131.2,134.6,of the market right now Jeff,en-x-autogen,captions,,,2025-06-18T11:22:27.342Z,2025-06-18T11:22:27.342Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",134.6,138.2,with the IPO window essentially closed,en-x-autogen,captions,,,2025-06-18T11:22:27.342Z,2025-06-18T11:22:27.342Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",137.2,140.2,and no certainty on,en-x-autogen,captions,,,2025-06-18T11:22:27.342Z,2025-06-18T11:22:27.342Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",140.2,144.7,when it may reopen. How do you how do you think IPO preparation,en-x-autogen,captions,,,2025-06-18T11:22:27.342Z,2025-06-18T11:22:27.342Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",144.7,147.6,should be handled in terms of equity so from,en-x-autogen,captions,,,2025-06-18T11:22:27.342Z,2025-06-18T11:22:27.342Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",147.6,150.3,that perspective and also just,en-x-autogen,captions,,,2025-06-18T11:22:27.342Z,2025-06-18T11:22:27.342Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",150.3,153.2,to back up a little bit. I was also a partner Gibson done,en-x-autogen,captions,,,2025-06-18T11:22:27.342Z,2025-06-18T11:22:27.342Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",153.2,156.8,where I practice Securities m&a venture capital,en-x-autogen,captions,,,2025-06-18T11:22:27.342Z,2025-06-18T11:22:27.342Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",156.8,159.4,for 15 years. I've seen it. I've been through,en-x-autogen,captions,,,2025-06-18T11:22:27.342Z,2025-06-18T11:22:27.342Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",159.4,163.6,both sides now both sides. So I saw 2001 2008,en-x-autogen,captions,,,2025-06-18T11:22:27.342Z,2025-06-18T11:22:27.342Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",165.3,165.5,I would say.,en-x-autogen,captions,,,2025-06-18T11:22:27.342Z,2025-06-18T11:22:27.342Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",166.6,169.9,From and we're dealing with a bunch of the private,en-x-autogen,captions,,,2025-06-18T11:22:27.342Z,2025-06-18T11:22:27.342Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",169.9,171.1,company GCS now.,en-x-autogen,captions,,,2025-06-18T11:22:27.342Z,2025-06-18T11:22:27.342Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",172.7,175.3,In in my time. There's never been a,en-x-autogen,captions,,,2025-06-18T11:22:27.342Z,2025-06-18T11:22:27.342Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",175.3,178.4,more stressful time on the GC because of,en-x-autogen,captions,,,2025-06-18T11:22:27.342Z,2025-06-18T11:22:27.342Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",178.4,182,that time and what's happening and you,en-x-autogen,captions,,,2025-06-18T11:22:27.342Z,2025-06-18T11:22:27.342Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",181.2,185.1,"see it in the news, but you have plans expiring",en-x-autogen,captions,,,2025-06-18T11:22:27.342Z,2025-06-18T11:22:27.342Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",184.1,187.4,RSU plans in,en-x-autogen,captions,,,2025-06-18T11:22:27.342Z,2025-06-18T11:22:27.342Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",187.4,187.6,particular.,en-x-autogen,captions,,,2025-06-18T11:22:27.342Z,2025-06-18T11:22:27.342Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",188.3,192.1,So you have this combination of pressure from the c-suite,en-x-autogen,captions,,,2025-06-18T11:22:27.342Z,2025-06-18T11:22:27.342Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",191.1,194.2,and the board not understanding.,en-x-autogen,captions,,,2025-06-18T11:22:27.342Z,2025-06-18T11:22:27.342Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",195.1,198.7,the ramifications in particular the massive accounting,en-x-autogen,captions,,,2025-06-18T11:22:27.342Z,2025-06-18T11:22:27.342Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",198.7,199.1,charges,en-x-autogen,captions,,,2025-06-18T11:22:27.342Z,2025-06-18T11:22:27.342Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",199.8,202.7,Are potentially coming depending on how you,en-x-autogen,captions,,,2025-06-18T11:22:27.342Z,2025-06-18T11:22:27.342Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",202.7,205.3,maneuver and then,en-x-autogen,captions,,,2025-06-18T11:22:27.342Z,2025-06-18T11:22:27.342Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",205.3,209.5,you have the pressure of all of the employees and the,en-x-autogen,captions,,,2025-06-18T11:22:27.342Z,2025-06-18T11:22:27.342Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",209.5,213.4,combination of of those as is is the,en-x-autogen,captions,,,2025-06-18T11:22:27.342Z,2025-06-18T11:22:27.342Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",212.4,215.3,job of the GC now to,en-x-autogen,captions,,,2025-06-18T11:22:27.342Z,2025-06-18T11:22:27.342Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",215.3,217.7,juggle and often if they were in the seat.,en-x-autogen,captions,,,2025-06-18T11:22:27.342Z,2025-06-18T11:22:27.342Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",218.6,221.5,At the point time when the plans were adopted they're getting blamed.,en-x-autogen,captions,,,2025-06-18T11:22:27.342Z,2025-06-18T11:22:27.342Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",222.2,225.2,For what what's you know the state of where the,en-x-autogen,captions,,,2025-06-18T11:22:27.342Z,2025-06-18T11:22:27.342Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",225.2,225.5,company is?,en-x-autogen,captions,,,2025-06-18T11:22:27.343Z,2025-06-18T11:22:27.343Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",226.4,229,But don't don't get too depressed by that we're going to,en-x-autogen,captions,,,2025-06-18T11:22:27.343Z,2025-06-18T11:22:27.343Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",229.2,232.3,talk about we know accents that you can take and how to handle,en-x-autogen,captions,,,2025-06-18T11:22:27.343Z,2025-06-18T11:22:27.343Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",232.3,235.4,that. But one thing that would be helpful. I think what do,en-x-autogen,captions,,,2025-06-18T11:22:27.343Z,2025-06-18T11:22:27.343Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",235.4,239,you think if we take a poll of what staged,en-x-autogen,captions,,,2025-06-18T11:22:27.343Z,2025-06-18T11:22:27.343Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",238.7,241.4,companies are at in the room right now?,en-x-autogen,captions,,,2025-06-18T11:22:27.343Z,2025-06-18T11:22:27.343Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",241.4,245.2,So for example Angel to series,en-x-autogen,captions,,,2025-06-18T11:22:27.343Z,2025-06-18T11:22:27.343Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",244.2,247.9,B's or anyone in the room whose companies,en-x-autogen,captions,,,2025-06-18T11:22:27.343Z,2025-06-18T11:22:27.343Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",247.9,249.5,is at that stage.,en-x-autogen,captions,,,2025-06-18T11:22:27.343Z,2025-06-18T11:22:27.343Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",251.1,254.6,Okay and see through,en-x-autogen,captions,,,2025-06-18T11:22:27.343Z,2025-06-18T11:22:27.343Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",254.6,255.1,e,en-x-autogen,captions,,,2025-06-18T11:22:27.343Z,2025-06-18T11:22:27.343Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",256.6,259.8,"oh a lot of folks. Okay, that's really helpful to",en-x-autogen,captions,,,2025-06-18T11:22:27.343Z,2025-06-18T11:22:27.343Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",259.8,263.6,know and how about people who,en-x-autogen,captions,,,2025-06-18T11:22:27.343Z,2025-06-18T11:22:27.343Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",263.6,266.2,thought their companies would have been public by now already?,en-x-autogen,captions,,,2025-06-18T11:22:27.343Z,2025-06-18T11:22:27.343Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",267.7,270.4,Not that many. Okay. So the sweet,en-x-autogen,captions,,,2025-06-18T11:22:27.343Z,2025-06-18T11:22:27.343Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",270.4,274,spot is kind of series see through e so that's helpful. And another,en-x-autogen,captions,,,2025-06-18T11:22:27.343Z,2025-06-18T11:22:27.343Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",273.1,276.4,thing we wanted to mention. If you have any,en-x-autogen,captions,,,2025-06-18T11:22:27.343Z,2025-06-18T11:22:27.343Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",276.4,279.5,"questions, feel free to raise your hand during the",en-x-autogen,captions,,,2025-06-18T11:22:27.343Z,2025-06-18T11:22:27.343Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",279.5,283.8,discussion. You don't need to wait to the end and don't,en-x-autogen,captions,,,2025-06-18T11:22:27.343Z,2025-06-18T11:22:27.343Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",283.8,286.9,feel shy about asking anything that,en-x-autogen,captions,,,2025-06-18T11:22:27.343Z,2025-06-18T11:22:27.343Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",286.9,287.8,comes to mind.,en-x-autogen,captions,,,2025-06-18T11:22:27.343Z,2025-06-18T11:22:27.343Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",289.9,292.7,so you talked about amending RSU plans,en-x-autogen,captions,,,2025-06-18T11:22:27.343Z,2025-06-18T11:22:27.343Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",292.7,292.9,and,en-x-autogen,captions,,,2025-06-18T11:22:27.343Z,2025-06-18T11:22:27.343Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",294.3,298,"You know the drop-in Valley valuations, there's",en-x-autogen,captions,,,2025-06-18T11:22:27.343Z,2025-06-18T11:22:27.343Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",297.2,300.5,"a big debate on you know, sort of taking a second",en-x-autogen,captions,,,2025-06-18T11:22:27.343Z,2025-06-18T11:22:27.343Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",300.5,303.3,bite of the Apple amending a plan for the second,en-x-autogen,captions,,,2025-06-18T11:22:27.343Z,2025-06-18T11:22:27.343Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",303.3,306.4,time. Can you explain a little,en-x-autogen,captions,,,2025-06-18T11:22:27.343Z,2025-06-18T11:22:27.343Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",306.4,310.9,more about why that's a big deal. You talked about accounting implications.,en-x-autogen,captions,,,2025-06-18T11:22:27.343Z,2025-06-18T11:22:27.343Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",309.9,312.2,How are the companies,en-x-autogen,captions,,,2025-06-18T11:22:27.343Z,2025-06-18T11:22:27.343Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",312.2,314.5,that you're working with handling this issue?,en-x-autogen,captions,,,2025-06-18T11:22:27.343Z,2025-06-18T11:22:27.343Z
"Laying the Groundwork - Employee & Early Shareholder Equity Best Practices (Louisa Daniels, Recursion; Jeff Le Sage, Liquid Stock)",315.3,317.9,Yeah for all of you who are sort of in that.,en-x-autogen,captions,,,2025-06-18T11:22:27.343Z,2025-06-18T11:22:27.343Z
